"","year","month","est","taxa","count"
"3621",2015,10,1,"Crucigenia irregularis",0
"3622",2015,10,1,"Dyctiosphaerium",0
"3623",2015,10,1,"Eudorina",10
"3624",2015,10,1,"Euglena",0
"3625",2015,10,1,"Gloeopcapsa",0
"3626",2015,10,1,"Gomphosphaeria lacustris",0
"3627",2015,10,1,"Golenkinia",0
"3628",2015,10,1,"Fragilaria capuchina",0
"3629",2015,10,1,"Kirchneirella",7
"3630",2015,10,1,"Leptolyngbya",0
"3631",2015,10,1,"Leponcinclis",0
"3632",2015,10,1,"Lyngbya lagerhemii",0
"3633",2015,10,1,"Merismopedia",6
"3634",2015,10,1,"Micractinium",0
"3635",2015,10,1,"Microcystis sp",0
"3636",2015,10,1,"Monoraphydium tortilé",5
"3637",2015,10,1,"Monoraphydium griffithi",104
"3638",2015,10,1,"Navicula",0
"3639",2015,10,1,"Nitzchia",0
"3640",2015,10,1,"Oscillatoria",0
"3641",2015,10,1,"Pandorina",0
"3642",2015,10,1,"Pachycladella",0
"3643",2015,10,1,"Phacus",0
"3644",2015,10,1,"Plantotrix",13
"3645",2015,10,1,"Planctolyngbya sp",0
"3646",2015,10,1,"Pseudo Anabaena",0
"3647",2015,10,1,"Raphidiopsis",8
"3648",2015,10,1,"Rivularia",0
"3649",2015,10,1,"Scenedesmus acuminatus",3
"3650",2015,10,1,"Scenedesmus cuadricauda",0
"3651",2015,10,1,"Scenedesmus dimorphus",0
"3652",2015,10,1,"Selenastrum",0
"3653",2015,10,1,"Snowella",0
"3654",2015,10,1,"Surirella",0
"3655",2015,10,1,"Staurastrum",0
"3656",2015,10,1,"Stephanodiscus",0
"3657",2015,10,1,"Synechoccocus",0
"3658",2015,10,1,"Tetrastrum",0
"3659",2015,10,1,"Treubaria",0
"3660",2015,10,1,"Woronichinia",0
"3661",2015,10,2,"Anacystis",0
"3662",2015,10,2,"Ankistrodesmus",7
"3663",2015,10,2,"Ankistrodesmus falcatus",0
"3664",2015,10,2,"Aphanizomenon",0
"3665",2015,10,2,"Aphanocapsa",12
"3666",2015,10,2,"Arthrospira",0
"3667",2015,10,2,"Aulacoseira",3
"3668",2015,10,2,"Botryococcus",0
"3669",2015,10,2,"Ceratium",0
"3670",2015,10,2,"Cyclotella",0
"3671",2015,10,2,"Cilindrospermopsis",32
"3672",2015,10,2,"Cilindrospermun",0
"3673",2015,10,2,"Cimbela",0
"3674",2015,10,2,"Chlorella",0
"3675",2015,10,2,"Closterium",0
"3676",2015,10,2,"Coelastrum",0
"3677",2015,10,2,"Coelosphaerium",0
"3678",2015,10,2,"Chroococcus",0
"3679",2015,10,2,"Coscinodiscus",0
"3680",2015,10,2,"Crucigenia tetrapoda",0
"3681",2015,10,2,"Crucigenia irregularis",0
"3682",2015,10,2,"Dyctiosphaerium",0
"3683",2015,10,2,"Eudorina",0
"3684",2015,10,2,"Euglena",0
"3685",2015,10,2,"Gloeopcapsa",0
"3686",2015,10,2,"Gomphosphaeria lacustris",0
"3687",2015,10,2,"Golenkinia",0
"3688",2015,10,2,"Fragilaria capuchina",0
"3689",2015,10,2,"Kirchneirella",0
"3690",2015,10,2,"Leptolyngbya",0
"3691",2015,10,2,"Leponcinclis",0
"3692",2015,10,2,"Lyngbya lagerhemii",0
"3693",2015,10,2,"Merismopedia",52
"3694",2015,10,2,"Micractinium",0
"3695",2015,10,2,"Microcystis sp",0
"3696",2015,10,2,"Monoraphydium tortilé",8
"3697",2015,10,2,"Monoraphydium griffithi",161
"3698",2015,10,2,"Navicula",2
"3699",2015,10,2,"Nitzchia",0
"3700",2015,10,2,"Oscillatoria",0
"3701",2015,10,2,"Pandorina",0
"3702",2015,10,2,"Pachycladella",0
"3703",2015,10,2,"Phacus",11
"3704",2015,10,2,"Plantotrix",5
"3705",2015,10,2,"Planctolyngbya sp",0
"3706",2015,10,2,"Pseudo Anabaena",0
"3707",2015,10,2,"Raphidiopsis",7
"3708",2015,10,2,"Rivularia",0
"3709",2015,10,2,"Scenedesmus acuminatus",8
"3710",2015,10,2,"Scenedesmus cuadricauda",0
"3711",2015,10,2,"Scenedesmus dimorphus",0
"3712",2015,10,2,"Selenastrum",0
"3713",2015,10,2,"Snowella",0
"3714",2015,10,2,"Surirella",0
"3715",2015,10,2,"Staurastrum",0
"3716",2015,10,2,"Stephanodiscus",0
"3717",2015,10,2,"Synechoccocus",3
"3718",2015,10,2,"Tetrastrum",0
"3719",2015,10,2,"Treubaria",0
"3720",2015,10,2,"Woronichinia",0
"3721",2015,10,3,"Anacystis",0
"3722",2015,10,3,"Ankistrodesmus",6
"3723",2015,10,3,"Ankistrodesmus falcatus",0
"3724",2015,10,3,"Aphanizomenon",0
"3725",2015,10,3,"Aphanocapsa",11
"3726",2015,10,3,"Arthrospira",0
"3727",2015,10,3,"Aulacoseira",0
"3728",2015,10,3,"Botryococcus",0
"3729",2015,10,3,"Ceratium",0
"3730",2015,10,3,"Cyclotella",0
"3731",2015,10,3,"Cilindrospermopsis",24
"3732",2015,10,3,"Cilindrospermun",0
"3733",2015,10,3,"Cimbela",0
"3734",2015,10,3,"Chlorella",0
"3735",2015,10,3,"Closterium",0
"3736",2015,10,3,"Coelastrum",0
"3737",2015,10,3,"Coelosphaerium",0
"3738",2015,10,3,"Chroococcus",0
"3739",2015,10,3,"Coscinodiscus",0
"3740",2015,10,3,"Crucigenia tetrapoda",0
"3741",2015,10,3,"Crucigenia irregularis",0
"3742",2015,10,3,"Dyctiosphaerium",0
"3743",2015,10,3,"Eudorina",8
"3744",2015,10,3,"Euglena",0
"3745",2015,10,3,"Gloeopcapsa",0
"3746",2015,10,3,"Gomphosphaeria lacustris",0
"3747",2015,10,3,"Golenkinia",0
"3748",2015,10,3,"Fragilaria capuchina",0
"3749",2015,10,3,"Kirchneirella",8
"3750",2015,10,3,"Leptolyngbya",0
"3751",2015,10,3,"Leponcinclis",0
"3752",2015,10,3,"Lyngbya lagerhemii",0
"3753",2015,10,3,"Merismopedia",12
"3754",2015,10,3,"Micractinium",0
"3755",2015,10,3,"Microcystis sp",3
"3756",2015,10,3,"Monoraphydium tortilé",6
"3757",2015,10,3,"Monoraphydium griffithi",139
"3758",2015,10,3,"Navicula",2
"3759",2015,10,3,"Nitzchia",0
"3760",2015,10,3,"Oscillatoria",0
"3761",2015,10,3,"Pandorina",0
"3762",2015,10,3,"Pachycladella",0
"3763",2015,10,3,"Phacus",3
"3764",2015,10,3,"Plantotrix",7
"3765",2015,10,3,"Planctolyngbya sp",0
"3766",2015,10,3,"Pseudo Anabaena",0
"3767",2015,10,3,"Raphidiopsis",16
"3768",2015,10,3,"Rivularia",0
"3769",2015,10,3,"Scenedesmus acuminatus",7
"3770",2015,10,3,"Scenedesmus cuadricauda",0
"3771",2015,10,3,"Scenedesmus dimorphus",3
"3772",2015,10,3,"Selenastrum",0
"3773",2015,10,3,"Snowella",0
"3774",2015,10,3,"Surirella",0
"3775",2015,10,3,"Staurastrum",0
"3776",2015,10,3,"Stephanodiscus",0
"3777",2015,10,3,"Synechoccocus",0
"3778",2015,10,3,"Tetrastrum",0
"3779",2015,10,3,"Treubaria",0
"3780",2015,10,3,"Woronichinia",0
"3781",2015,10,4,"Anacystis",0
"3782",2015,10,4,"Ankistrodesmus",0
"3783",2015,10,4,"Ankistrodesmus falcatus",0
"3784",2015,10,4,"Aphanizomenon",0
"3785",2015,10,4,"Aphanocapsa",7
"3786",2015,10,4,"Arthrospira",0
"3787",2015,10,4,"Aulacoseira",2
"3788",2015,10,4,"Botryococcus",0
"3789",2015,10,4,"Ceratium",0
"3790",2015,10,4,"Cyclotella",0
"3791",2015,10,4,"Cilindrospermopsis",408
"3792",2015,10,4,"Cilindrospermun",0
"3793",2015,10,4,"Cimbela",0
"3794",2015,10,4,"Chlorella",10
"3795",2015,10,4,"Closterium",0
"3796",2015,10,4,"Coelastrum",0
"3797",2015,10,4,"Coelosphaerium",0
"3798",2015,10,4,"Chroococcus",0
"3799",2015,10,4,"Coscinodiscus",0
"3800",2015,10,4,"Crucigenia tetrapoda",2
"3801",2015,10,4,"Crucigenia irregularis",0
"3802",2015,10,4,"Dyctiosphaerium",0
"3803",2015,10,4,"Eudorina",8
"3804",2015,10,4,"Euglena",0
"3805",2015,10,4,"Gloeopcapsa",0
"3806",2015,10,4,"Gomphosphaeria lacustris",0
"3807",2015,10,4,"Golenkinia",0
"3808",2015,10,4,"Fragilaria capuchina",0
"3809",2015,10,4,"Kirchneirella",3
"3810",2015,10,4,"Leptolyngbya",0
"3811",2015,10,4,"Leponcinclis",0
"3812",2015,10,4,"Lyngbya lagerhemii",0
"3813",2015,10,4,"Merismopedia",0
"3814",2015,10,4,"Micractinium",0
"3815",2015,10,4,"Microcystis sp",0
"3816",2015,10,4,"Monoraphydium tortilé",8
"3817",2015,10,4,"Monoraphydium griffithi",814
"3818",2015,10,4,"Navicula",0
"3819",2015,10,4,"Nitzchia",0
"3820",2015,10,4,"Oscillatoria",0
"3821",2015,10,4,"Pandorina",0
"3822",2015,10,4,"Pachycladella",0
"3823",2015,10,4,"Phacus",0
"3824",2015,10,4,"Plantotrix",16
"3825",2015,10,4,"Planctolyngbya sp",0
"3826",2015,10,4,"Pseudo Anabaena",0
"3827",2015,10,4,"Raphidiopsis",35
"3828",2015,10,4,"Rivularia",0
"3829",2015,10,4,"Scenedesmus acuminatus",0
"3830",2015,10,4,"Scenedesmus cuadricauda",0
"3831",2015,10,4,"Scenedesmus dimorphus",3
"3832",2015,10,4,"Selenastrum",0
"3833",2015,10,4,"Snowella",0
"3834",2015,10,4,"Surirella",0
"3835",2015,10,4,"Staurastrum",0
"3836",2015,10,4,"Stephanodiscus",0
"3837",2015,10,4,"Synechoccocus",11
"3838",2015,10,4,"Tetrastrum",0
"3839",2015,10,4,"Treubaria",0
"3840",2015,10,4,"Woronichinia",0
"3841",2015,10,5,"Anacystis",0
"3842",2015,10,5,"Ankistrodesmus",12
"3843",2015,10,5,"Ankistrodesmus falcatus",0
"3844",2015,10,5,"Aphanizomenon",6
"3845",2015,10,5,"Aphanocapsa",17
"3846",2015,10,5,"Arthrospira",0
"3847",2015,10,5,"Aulacoseira",6
"3848",2015,10,5,"Botryococcus",0
"3849",2015,10,5,"Ceratium",0
"3850",2015,10,5,"Cyclotella",0
"3851",2015,10,5,"Cilindrospermopsis",376
"3852",2015,10,5,"Cilindrospermun",0
"3853",2015,10,5,"Cimbela",0
"3854",2015,10,5,"Chlorella",21
"3855",2015,10,5,"Closterium",0
"3856",2015,10,5,"Coelastrum",0
"3857",2015,10,5,"Coelosphaerium",0
"3858",2015,10,5,"Chroococcus",0
"3859",2015,10,5,"Coscinodiscus",0
"3860",2015,10,5,"Crucigenia tetrapoda",2
"3861",2015,10,5,"Crucigenia irregularis",0
"3862",2015,10,5,"Dyctiosphaerium",0
"3863",2015,10,5,"Eudorina",12
"3864",2015,10,5,"Euglena",0
"3865",2015,10,5,"Gloeopcapsa",0
"3866",2015,10,5,"Gomphosphaeria lacustris",0
"3867",2015,10,5,"Golenkinia",0
"3868",2015,10,5,"Fragilaria capuchina",0
"3869",2015,10,5,"Kirchneirella",17
"3870",2015,10,5,"Leptolyngbya",0
"3871",2015,10,5,"Leponcinclis",0
"3872",2015,10,5,"Lyngbya lagerhemii",0
"3873",2015,10,5,"Merismopedia",33
"3874",2015,10,5,"Micractinium",0
"3875",2015,10,5,"Microcystis sp",3
"3876",2015,10,5,"Monoraphydium tortilé",22
"3877",2015,10,5,"Monoraphydium griffithi",817
"3878",2015,10,5,"Navicula",3
"3879",2015,10,5,"Nitzchia",0
"3880",2015,10,5,"Oscillatoria",0
"3881",2015,10,5,"Pandorina",0
"3882",2015,10,5,"Pachycladella",0
"3883",2015,10,5,"Phacus",2
"3884",2015,10,5,"Plantotrix",16
"3885",2015,10,5,"Planctolyngbya sp",0
"3886",2015,10,5,"Pseudo Anabaena",0
"3887",2015,10,5,"Raphidiopsis",45
"3888",2015,10,5,"Rivularia",0
"3889",2015,10,5,"Scenedesmus acuminatus",14
"3890",2015,10,5,"Scenedesmus cuadricauda",0
"3891",2015,10,5,"Scenedesmus dimorphus",0
"3892",2015,10,5,"Selenastrum",0
"3893",2015,10,5,"Snowella",0
"3894",2015,10,5,"Surirella",0
"3895",2015,10,5,"Staurastrum",0
"3896",2015,10,5,"Stephanodiscus",0
"3897",2015,10,5,"Synechoccocus",12
"3898",2015,10,5,"Tetrastrum",0
"3899",2015,10,5,"Treubaria",0
"3900",2015,10,5,"Woronichinia",0
"3901",2015,11,1,"Anacystis",0
"3902",2015,11,1,"Ankistrodesmus",5
"3903",2015,11,1,"Ankistrodesmus falcatus",0
"3904",2015,11,1,"Aphanizomenon",0
"3905",2015,11,1,"Aphanocapsa",8
"3906",2015,11,1,"Arthrospira",0
"3907",2015,11,1,"Aulacoseira",3
"3908",2015,11,1,"Botryococcus",1
"3909",2015,11,1,"Ceratium",0
"3910",2015,11,1,"Cyclotella",0
"3911",2015,11,1,"Cilindrospermopsis",522
"3912",2015,11,1,"Cilindrospermun",0
"3913",2015,11,1,"Cimbela",0
"3914",2015,11,1,"Chlorella",4
"3915",2015,11,1,"Closterium",0
"3916",2015,11,1,"Coelastrum",0
"3917",2015,11,1,"Coelosphaerium",0
"3918",2015,11,1,"Chroococcus",2
"3919",2015,11,1,"Coscinodiscus",0
"3920",2015,11,1,"Crucigenia tetrapoda",0
"3921",2015,11,1,"Crucigenia irregularis",0
"3922",2015,11,1,"Dyctiosphaerium",0
"3923",2015,11,1,"Eudorina",9
"3924",2015,11,1,"Euglena",0
"3925",2015,11,1,"Gloeopcapsa",1
"3926",2015,11,1,"Gomphosphaeria lacustris",0
"3927",2015,11,1,"Golenkinia",0
"3928",2015,11,1,"Fragilaria capuchina",0
"3929",2015,11,1,"Kirchneirella",0
"3930",2015,11,1,"Leptolyngbya",7
"3931",2015,11,1,"Leponcinclis",0
"3932",2015,11,1,"Lyngbya lagerhemii",0
"3933",2015,11,1,"Merismopedia",5
"3934",2015,11,1,"Micractinium",0
"3935",2015,11,1,"Microcystis sp",1
"3936",2015,11,1,"Monoraphydium tortilé",5
"3937",2015,11,1,"Monoraphydium griffithi",185
"3938",2015,11,1,"Navicula",0
"3939",2015,11,1,"Nitzchia",2
"3940",2015,11,1,"Oscillatoria",0
"3941",2015,11,1,"Pandorina",0
"3942",2015,11,1,"Pachycladella",0
"3943",2015,11,1,"Phacus",2
"3944",2015,11,1,"Plantotrix",29
"3945",2015,11,1,"Planctolyngbya sp",1
"3946",2015,11,1,"Pseudo Anabaena",0
"3947",2015,11,1,"Raphidiopsis",36
"3948",2015,11,1,"Rivularia",0
"3949",2015,11,1,"Scenedesmus acuminatus",7
"3950",2015,11,1,"Scenedesmus cuadricauda",2
"3951",2015,11,1,"Scenedesmus dimorphus",0
"3952",2015,11,1,"Selenastrum",5
"3953",2015,11,1,"Snowella",0
"3954",2015,11,1,"Surirella",0
"3955",2015,11,1,"Staurastrum",0
"3956",2015,11,1,"Stephanodiscus",0
"3957",2015,11,1,"Synechoccocus",0
"3958",2015,11,1,"Tetrastrum",2
"3959",2015,11,1,"Treubaria",2
"3960",2015,11,1,"Woronichinia",0
"3961",2015,11,2,"Anacystis",0
"3962",2015,11,2,"Ankistrodesmus",11
"3963",2015,11,2,"Ankistrodesmus falcatus",0
"3964",2015,11,2,"Aphanizomenon",0
"3965",2015,11,2,"Aphanocapsa",4
"3966",2015,11,2,"Arthrospira",0
"3967",2015,11,2,"Aulacoseira",2
"3968",2015,11,2,"Botryococcus",0
"3969",2015,11,2,"Ceratium",0
"3970",2015,11,2,"Cyclotella",2
"3971",2015,11,2,"Cilindrospermopsis",601
"3972",2015,11,2,"Cilindrospermun",0
"3973",2015,11,2,"Cimbela",0
"3974",2015,11,2,"Chlorella",12
"3975",2015,11,2,"Closterium",0
"3976",2015,11,2,"Coelastrum",0
"3977",2015,11,2,"Coelosphaerium",0
"3978",2015,11,2,"Chroococcus",6
"3979",2015,11,2,"Coscinodiscus",0
"3980",2015,11,2,"Crucigenia tetrapoda",0
"3981",2015,11,2,"Crucigenia irregularis",0
"3982",2015,11,2,"Dyctiosphaerium",0
"3983",2015,11,2,"Eudorina",7
"3984",2015,11,2,"Euglena",0
"3985",2015,11,2,"Gloeopcapsa",2
"3986",2015,11,2,"Gomphosphaeria lacustris",0
"3987",2015,11,2,"Golenkinia",0
"3988",2015,11,2,"Fragilaria capuchina",0
"3989",2015,11,2,"Kirchneirella",2
"3990",2015,11,2,"Leptolyngbya",11
"3991",2015,11,2,"Leponcinclis",0
"3992",2015,11,2,"Lyngbya lagerhemii",0
"3993",2015,11,2,"Merismopedia",9
"3994",2015,11,2,"Micractinium",0
"3995",2015,11,2,"Microcystis sp",6
"3996",2015,11,2,"Monoraphydium tortilé",1
"3997",2015,11,2,"Monoraphydium griffithi",178
"3998",2015,11,2,"Navicula",2
"3999",2015,11,2,"Nitzchia",4
"4000",2015,11,2,"Oscillatoria",0
"4001",2015,11,2,"Pandorina",1
"4002",2015,11,2,"Pachycladella",0
"4003",2015,11,2,"Phacus",3
"4004",2015,11,2,"Plantotrix",31
"4005",2015,11,2,"Planctolyngbya sp",0
"4006",2015,11,2,"Pseudo Anabaena",0
"4007",2015,11,2,"Raphidiopsis",66
"4008",2015,11,2,"Rivularia",0
"4009",2015,11,2,"Scenedesmus acuminatus",5
"4010",2015,11,2,"Scenedesmus cuadricauda",0
"4011",2015,11,2,"Scenedesmus dimorphus",0
"4012",2015,11,2,"Selenastrum",2
"4013",2015,11,2,"Snowella",0
"4014",2015,11,2,"Surirella",0
"4015",2015,11,2,"Staurastrum",0
"4016",2015,11,2,"Stephanodiscus",0
"4017",2015,11,2,"Synechoccocus",0
"4018",2015,11,2,"Tetrastrum",0
"4019",2015,11,2,"Treubaria",0
"4020",2015,11,2,"Woronichinia",0
"4021",2015,11,3,"Anacystis",0
"4022",2015,11,3,"Ankistrodesmus",2
"4023",2015,11,3,"Ankistrodesmus falcatus",0
"4024",2015,11,3,"Aphanizomenon",0
"4025",2015,11,3,"Aphanocapsa",2
"4026",2015,11,3,"Arthrospira",0
"4027",2015,11,3,"Aulacoseira",0
"4028",2015,11,3,"Botryococcus",2
"4029",2015,11,3,"Ceratium",0
"4030",2015,11,3,"Cyclotella",1
"4031",2015,11,3,"Cilindrospermopsis",187
"4032",2015,11,3,"Cilindrospermun",0
"4033",2015,11,3,"Cimbela",3
"4034",2015,11,3,"Chlorella",9
"4035",2015,11,3,"Closterium",2
"4036",2015,11,3,"Coelastrum",0
"4037",2015,11,3,"Coelosphaerium",0
"4038",2015,11,3,"Chroococcus",5
"4039",2015,11,3,"Coscinodiscus",0
"4040",2015,11,3,"Crucigenia tetrapoda",12
"4041",2015,11,3,"Crucigenia irregularis",0
"4042",2015,11,3,"Dyctiosphaerium",0
"4043",2015,11,3,"Eudorina",8
"4044",2015,11,3,"Euglena",0
"4045",2015,11,3,"Gloeopcapsa",0
"4046",2015,11,3,"Gomphosphaeria lacustris",0
"4047",2015,11,3,"Golenkinia",0
"4048",2015,11,3,"Fragilaria capuchina",0
"4049",2015,11,3,"Kirchneirella",2
"4050",2015,11,3,"Leptolyngbya",2
"4051",2015,11,3,"Leponcinclis",0
"4052",2015,11,3,"Lyngbya lagerhemii",0
"4053",2015,11,3,"Merismopedia",10
"4054",2015,11,3,"Micractinium",0
"4055",2015,11,3,"Microcystis sp",5
"4056",2015,11,3,"Monoraphydium tortilé",5
"4057",2015,11,3,"Monoraphydium griffithi",210
"4058",2015,11,3,"Navicula",2
"4059",2015,11,3,"Nitzchia",1
"4060",2015,11,3,"Oscillatoria",1
"4061",2015,11,3,"Pandorina",1
"4062",2015,11,3,"Pachycladella",0
"4063",2015,11,3,"Phacus",3
"4064",2015,11,3,"Plantotrix",32
"4065",2015,11,3,"Planctolyngbya sp",3
"4066",2015,11,3,"Pseudo Anabaena",0
"4067",2015,11,3,"Raphidiopsis",19
"4068",2015,11,3,"Rivularia",0
"4069",2015,11,3,"Scenedesmus acuminatus",9
"4070",2015,11,3,"Scenedesmus cuadricauda",0
"4071",2015,11,3,"Scenedesmus dimorphus",2
"4072",2015,11,3,"Selenastrum",1
"4073",2015,11,3,"Snowella",0
"4074",2015,11,3,"Surirella",0
"4075",2015,11,3,"Staurastrum",0
"4076",2015,11,3,"Stephanodiscus",0
"4077",2015,11,3,"Synechoccocus",0
"4078",2015,11,3,"Tetrastrum",1
"4079",2015,11,3,"Treubaria",1
"4080",2015,11,3,"Woronichinia",0
"4081",2015,11,4,"Anacystis",0
"4082",2015,11,4,"Ankistrodesmus",5
"4083",2015,11,4,"Ankistrodesmus falcatus",0
"4084",2015,11,4,"Aphanizomenon",0
"4085",2015,11,4,"Aphanocapsa",3
"4086",2015,11,4,"Arthrospira",0
"4087",2015,11,4,"Aulacoseira",2
"4088",2015,11,4,"Botryococcus",0
"4089",2015,11,4,"Ceratium",0
"4090",2015,11,4,"Cyclotella",0
"4091",2015,11,4,"Cilindrospermopsis",452
"4092",2015,11,4,"Cilindrospermun",0
"4093",2015,11,4,"Cimbela",0
"4094",2015,11,4,"Chlorella",3
"4095",2015,11,4,"Closterium",1
"4096",2015,11,4,"Coelastrum",0
"4097",2015,11,4,"Coelosphaerium",0
"4098",2015,11,4,"Chroococcus",3
"4099",2015,11,4,"Coscinodiscus",0
"4100",2015,11,4,"Crucigenia tetrapoda",3
"4101",2015,11,4,"Crucigenia irregularis",0
"4102",2015,11,4,"Dyctiosphaerium",0
"4103",2015,11,4,"Eudorina",5
"4104",2015,11,4,"Euglena",0
"4105",2015,11,4,"Gloeopcapsa",1
"4106",2015,11,4,"Gomphosphaeria lacustris",0
"4107",2015,11,4,"Golenkinia",0
"4108",2015,11,4,"Fragilaria capuchina",0
"4109",2015,11,4,"Kirchneirella",4
"4110",2015,11,4,"Leptolyngbya",9
"4111",2015,11,4,"Leponcinclis",0
"4112",2015,11,4,"Lyngbya lagerhemii",0
"4113",2015,11,4,"Merismopedia",5
"4114",2015,11,4,"Micractinium",0
"4115",2015,11,4,"Microcystis sp",3
"4116",2015,11,4,"Monoraphydium tortilé",2
"4117",2015,11,4,"Monoraphydium griffithi",210
"4118",2015,11,4,"Navicula",1
"4119",2015,11,4,"Nitzchia",0
"4120",2015,11,4,"Oscillatoria",1
"4121",2015,11,4,"Pandorina",2
"4122",2015,11,4,"Pachycladella",0
"4123",2015,11,4,"Phacus",2
"4124",2015,11,4,"Plantotrix",29
"4125",2015,11,4,"Planctolyngbya sp",1
"4126",2015,11,4,"Pseudo Anabaena",0
"4127",2015,11,4,"Raphidiopsis",51
"4128",2015,11,4,"Rivularia",0
"4129",2015,11,4,"Scenedesmus acuminatus",4
"4130",2015,11,4,"Scenedesmus cuadricauda",0
"4131",2015,11,4,"Scenedesmus dimorphus",1
"4132",2015,11,4,"Selenastrum",0
"4133",2015,11,4,"Snowella",0
"4134",2015,11,4,"Surirella",0
"4135",2015,11,4,"Staurastrum",2
"4136",2015,11,4,"Stephanodiscus",0
"4137",2015,11,4,"Synechoccocus",0
"4138",2015,11,4,"Tetrastrum",1
"4139",2015,11,4,"Treubaria",1
"4140",2015,11,4,"Woronichinia",0
"4141",2015,11,5,"Anacystis",0
"4142",2015,11,5,"Ankistrodesmus",2
"4143",2015,11,5,"Ankistrodesmus falcatus",0
"4144",2015,11,5,"Aphanizomenon",0
"4145",2015,11,5,"Aphanocapsa",6
"4146",2015,11,5,"Arthrospira",0
"4147",2015,11,5,"Aulacoseira",3
"4148",2015,11,5,"Botryococcus",0
"4149",2015,11,5,"Ceratium",0
"4150",2015,11,5,"Cyclotella",2
"4151",2015,11,5,"Cilindrospermopsis",465
"4152",2015,11,5,"Cilindrospermun",0
"4153",2015,11,5,"Cimbela",0
"4154",2015,11,5,"Chlorella",5
"4155",2015,11,5,"Closterium",0
"4156",2015,11,5,"Coelastrum",0
"4157",2015,11,5,"Coelosphaerium",0
"4158",2015,11,5,"Chroococcus",1
"4159",2015,11,5,"Coscinodiscus",0
"4160",2015,11,5,"Crucigenia tetrapoda",1
"4161",2015,11,5,"Crucigenia irregularis",0
"4162",2015,11,5,"Dyctiosphaerium",0
"4163",2015,11,5,"Eudorina",8
"4164",2015,11,5,"Euglena",0
"4165",2015,11,5,"Gloeopcapsa",2
"4166",2015,11,5,"Gomphosphaeria lacustris",0
"4167",2015,11,5,"Golenkinia",0
"4168",2015,11,5,"Fragilaria capuchina",0
"4169",2015,11,5,"Kirchneirella",3
"4170",2015,11,5,"Leptolyngbya",4
"4171",2015,11,5,"Leponcinclis",0
"4172",2015,11,5,"Lyngbya lagerhemii",0
"4173",2015,11,5,"Merismopedia",8
"4174",2015,11,5,"Micractinium",0
"4175",2015,11,5,"Microcystis sp",4
"4176",2015,11,5,"Monoraphydium tortilé",8
"4177",2015,11,5,"Monoraphydium griffithi",199
"4178",2015,11,5,"Navicula",3
"4179",2015,11,5,"Nitzchia",0
"4180",2015,11,5,"Oscillatoria",3
"4181",2015,11,5,"Pandorina",4
"4182",2015,11,5,"Pachycladella",0
"4183",2015,11,5,"Phacus",0
"4184",2015,11,5,"Plantotrix",22
"4185",2015,11,5,"Planctolyngbya sp",0
"4186",2015,11,5,"Pseudo Anabaena",0
"4187",2015,11,5,"Raphidiopsis",58
"4188",2015,11,5,"Rivularia",0
"4189",2015,11,5,"Scenedesmus acuminatus",14
"4190",2015,11,5,"Scenedesmus cuadricauda",2
"4191",2015,11,5,"Scenedesmus dimorphus",1
"4192",2015,11,5,"Selenastrum",2
"4193",2015,11,5,"Snowella",0
"4194",2015,11,5,"Surirella",0
"4195",2015,11,5,"Staurastrum",0
"4196",2015,11,5,"Stephanodiscus",0
"4197",2015,11,5,"Synechoccocus",0
"4198",2015,11,5,"Tetrastrum",0
"4199",2015,11,5,"Treubaria",3
"4200",2015,11,5,"Woronichinia",0
"4201",2015,12,1,"Anacystis",0
"4202",2015,12,1,"Ankistrodesmus",3
"4203",2015,12,1,"Ankistrodesmus falcatus",0
"4204",2015,12,1,"Aphanizomenon",1
"4205",2015,12,1,"Aphanocapsa",0
"4206",2015,12,1,"Arthrospira",0
"4207",2015,12,1,"Aulacoseira",0
"4208",2015,12,1,"Botryococcus",0
"4209",2015,12,1,"Ceratium",0
"4210",2015,12,1,"Cyclotella",0
"4211",2015,12,1,"Cilindrospermopsis",81
"4212",2015,12,1,"Cilindrospermun",0
"4213",2015,12,1,"Cimbela",0
"4214",2015,12,1,"Chlorella",1
"4215",2015,12,1,"Closterium",0
"4216",2015,12,1,"Coelastrum",0
"4217",2015,12,1,"Coelosphaerium",0
"4218",2015,12,1,"Chroococcus",0
"4219",2015,12,1,"Coscinodiscus",0
"4220",2015,12,1,"Crucigenia tetrapoda",0
"4221",2015,12,1,"Crucigenia irregularis",0
"4222",2015,12,1,"Dyctiosphaerium",0
"4223",2015,12,1,"Eudorina",0
"4224",2015,12,1,"Euglena",0
"4225",2015,12,1,"Gloeopcapsa",0
"4226",2015,12,1,"Gomphosphaeria lacustris",0
"4227",2015,12,1,"Golenkinia",0
"4228",2015,12,1,"Fragilaria capuchina",0
"4229",2015,12,1,"Kirchneirella",0
"4230",2015,12,1,"Leptolyngbya",11
"4231",2015,12,1,"Leponcinclis",0
"4232",2015,12,1,"Lyngbya lagerhemii",0
"4233",2015,12,1,"Merismopedia",2
"4234",2015,12,1,"Micractinium",0
"4235",2015,12,1,"Microcystis sp",0
"4236",2015,12,1,"Monoraphydium tortilé",0
"4237",2015,12,1,"Monoraphydium griffithi",0
"4238",2015,12,1,"Navicula",0
"4239",2015,12,1,"Nitzchia",0
"4240",2015,12,1,"Oscillatoria",0
"4241",2015,12,1,"Pandorina",0
"4242",2015,12,1,"Pachycladella",0
